wavenumbers,Aavg
7.333333333,-0.045184982
7.33337,0.032198326
7.333406667,-0.02225923
7.333443333,7.79979E-05
7.33348,0.020624742
7.333516667,-0.043576442
7.333553333,0.044972022
7.33359,-0.061510262
7.333626667,0.061825571
7.333663333,-0.07280011
7.3337,0.053274664
7.333736667,-0.04805029
7.333773333,0.024867455
7.33381,-0.022576489
7.333846667,-0.007783649
7.333883333,0.020331128
7.33392,-0.050071269
7.333956667,0.044036818
7.333993333,-0.066946206
7.33403,0.060139016
7.334066667,-0.074505895
7.334103333,0.051279324
7.33414,-0.046293734
7.334176667,0.02113717
7.334213333,-0.021671799
7.33425,-0.013723182
7.334286667,0.020487635
7.334323333,-0.05666778
7.33436,0.043935948
7.334396667,-0.069787649
7.334433333,0.058363169
7.33447,-0.076077229
7.334506667,0.048715703
7.334543333,-0.045619365
7.33458,0.019176235
7.334616667,-0.015904327
7.334653333,-0.013396047
7.33469,0.028975415
7.334726667,-0.053520071
7.334763333,0.052407038
7.3348,-0.065393602
7.334836667,0.064685852
7.334873333,-0.069239345
7.33491,0.052820095
7.334946667,-0.036951624
7.334983333,0.021154108
7.33502,-0.008311083
7.335056667,-0.011430103
7.335093333,0.035169292
7.33513,-0.052131784
7.335166667,0.058029017
7.335203333,-0.062358701
7.33524,0.069691855
7.335276667,-0.064036527
7.335313333,0.05636277
7.33535,-0.030919233
7.335386667,0.021505452
7.335423333,-0.001480895
7.33546,-0.013639404
7.335496667,0.040531903
7.335533333,-0.053581095
7.33557,0.060222768
7.335606667,-0.062669638
7.335643333,0.068354658
7.33568,-0.062771126
7.335716667,0.053496507
7.335753333,-0.027139487
7.33579,0.017868928
7.335826667,0.002022571
7.335863333,-0.015092091
7.3359,0.044415262
7.335936667,-0.053934406
7.335973333,0.063934739
7.33601,-0.060552295
7.336046667,0.071591267
7.336083333,-0.060101287
7.33612,0.054171612
7.336156667,-0.024127603
7.336193333,0.01645814
7.33623,0.007252535
7.336266667,-0.015915363
7.336303333,0.048877399
7.33634,-0.055234816
7.336376667,0.06620822
7.336413333,-0.061756859
7.33645,0.070206983
7.336486667,-0.059867988
7.336523333,0.050624245
7.33656,-0.022438275
7.336596667,0.011480568
7.336633333,0.006218345
7.33667,-0.024480473
7.336706667,0.047046961
7.336743333,-0.062286966
7.33678,0.064179584
7.336816667,-0.064258375
7.336853333,0.067323734
7.33689,-0.060263083
7.336926667,0.0476935
7.336963333,-0.021222255
7.337,0.007312799
7.337036667,0.008882154
7.337073333,-0.026195592
7.33711,0.049857244
7.337146667,-0.062195745
7.337183333,0.065944538
7.33722,-0.062620136
7.337256667,0.066600723
7.337293333,-0.056393734
7.33733,0.046016019
7.337366667,-0.015895633
7.337403333,0.005381074
7.33744,0.014840361
7.337476667,-0.025060356
7.337513333,0.05484212
7.33755,-0.05954365
7.337586667,0.069093938
7.337623333,-0.058526407
7.33766,0.067774334
7.337696667,-0.052024087
7.337733333,0.045199769
7.33777,-0.012213723
7.337806667,0.002213325
7.337843333,0.017200902
7.33788,-0.030984732
7.337916667,0.054086385
7.337953333,-0.066064869
7.33799,0.063636045
7.338026667,-0.064208403
7.338063333,0.059038535
7.3381,-0.055172798
7.338136667,0.036127828
7.338173333,-0.013923026
7.33821,-0.006749845
7.338246667,0.014954785
7.338283333,-0.037603453
7.33832,0.050125059
7.338356667,-0.070325266
7.338393333,0.060903069
7.33843,-0.065420541
7.338466667,0.054206889
7.338503333,-0.054553737
7.33854,0.027980275
7.338576667,-0.014252296
7.338613333,-0.015647888
7.33865,0.014756428
7.338686667,-0.045096081
7.338723333,0.049294615
7.33876,-0.074276017
7.338796667,0.057901848
7.338833333,-0.067066003
7.33887,0.049850089
7.338906667,-0.053885026
7.338943333,0.02414843
7.33898,-0.012628148
7.339016667,-0.018792156
7.339053333,0.016513016
7.33909,-0.047586507
7.339126667,0.049329386
7.339163333,-0.074206543
7.3392,0.057031309
7.339236667,-0.064740091
7.339273333,0.048003585
7.33931,-0.051183451
7.339346667,0.023871639
7.339383333,-0.008045186
7.33942,-0.018581942
7.339456667,0.022778774
7.339493333,-0.047025698
7.33953,0.05418843
7.339566667,-0.072719016
7.339603333,0.059753899
7.33964,-0.061610547
7.339676667,0.047705789
7.339713333,-0.046142275
7.33975,0.020732251
7.339786667,-0.003904045
7.339823333,-0.023566099
7.33986,0.02381077
7.339896667,-0.052178285
7.339933333,0.053050837
7.33997,-0.075956765
7.340006667,0.057041847
7.340043333,-0.061888674
7.34008,0.043741107
7.340116667,-0.045394672
7.340153333,0.015619927
7.34019,-0.002317733
7.340226667,-0.028875804
7.340263333,0.026307749
7.3403,-0.055142368
7.340336667,0.053708971
7.340373333,-0.078522648
7.34041,0.053538139
7.340446667,-0.065911448
7.340483333,0.035440527
7.34052,-0.048156757
7.340556667,0.006385077
7.340593333,-0.004707008
7.34063,-0.037723508
7.340666667,0.022642889
7.340703333,-0.062149714
7.34074,0.050034619
7.340776667,-0.081962203
7.340813333,0.052078423
7.34085,-0.064351406
7.340886667,0.034174188
7.340923333,-0.045795619
7.34096,0.005187751
7.340996667,-0.001086278
7.341033333,-0.038583501
7.34107,0.029568698
7.341106667,-0.06022917
7.341143333,0.057612187
7.34118,-0.077006546
7.341216667,0.057616542
7.341253333,-0.057231046
7.34129,0.037431341
7.341326667,-0.037146065
7.341363333,0.007696217
7.3414,0.009258075
7.341436667,-0.035321891
7.341473333,0.038566973
7.34151,-0.057204144
7.341546667,0.064391493
7.341583333,-0.072799368
7.34162,0.062993323
7.341656667,-0.050199828
7.341693333,0.040865887
7.34173,-0.028819195
7.341766667,0.009806402
7.341803333,0.017002767
7.34184,-0.035145419
7.341876667,0.044706471
7.341913333,-0.055502095
7.34195,0.067222019
7.341986667,-0.07248365
7.342023333,0.062632447
7.34206,-0.049493573
7.342096667,0.038080856
7.342133333,-0.026015701
7.34217,0.006550503
7.342206667,0.020299539
7.342243333,-0.038066897
7.34228,0.047004033
7.342316667,-0.05796263
7.342353333,0.070044207
7.34239,-0.071168678
7.342426667,0.063446063
7.342463333,-0.04571617
7.3425,0.036542464
7.342536667,-0.021798015
7.342573333,0.004372225
7.34261,0.024463614
7.342646667,-0.041883704
7.342683333,0.050813861
7.34272,-0.060027416
7.342756667,0.070612882
7.342793333,-0.073013124
7.34283,0.062048441
7.342866667,-0.046533126
7.342903333,0.031519817
7.34294,-0.021611116
7.342976667,-0.002202786
7.343013333,0.023812353
7.34305,-0.047822104
7.343086667,0.048151795
7.343123333,-0.065679309
7.34316,0.066027062
7.343196667,-0.07573155
7.343233333,0.057411483
7.34327,-0.045887681
7.343306667,0.026949903
7.343343333,-0.020143791
7.34338,-0.007406233
7.343416667,0.025234319
7.343453333,-0.051959173
7.34349,0.050029818
7.343526667,-0.065349516
7.343563333,0.066279695
7.3436,-0.073989467
7.343636667,0.05603305
7.343673333,-0.043417722
7.34371,0.023293977
7.343746667,-0.016387926
7.343783333,-0.010141894
7.34382,0.02816389
7.343856667,-0.053325256
7.343893333,0.050402911
7.34393,-0.067260474
7.343966667,0.0645853
7.344003333,-0.072364453
7.34404,0.053378652
7.344076667,-0.040420658
7.344113333,0.019877748
7.34415,-0.015111929
7.344186667,-0.015146215
7.344223333,0.02903555
7.34426,-0.057350367
7.344296667,0.050705429
7.344333333,-0.067687939
7.34437,0.061863569
7.344406667,-0.072267615
7.344443333,0.047036923
7.34448,-0.04021625
7.344516667,0.012066445
7.344553333,-0.013585754
7.34459,-0.020767832
7.344626667,0.029257826
7.344663333,-0.060875323
7.3447,0.049888628
7.344736667,-0.070063396
7.344773333,0.05875081
7.34481,-0.072468322
7.344846667,0.042975215
7.344883333,-0.038606319
7.34492,0.006721527
7.344956667,-0.0123179
7.344993333,-0.027757283
7.34503,0.02899193
7.345066667,-0.066762637
7.345103333,0.048205108
7.34514,-0.071999212
7.345176667,0.055605231
7.345213333,-0.070888966
7.34525,0.039456235
7.345286667,-0.036058515
7.345323333,0.003318912
7.34536,-0.008400359
7.345396667,-0.029737052
7.345433333,0.03234102
7.34547,-0.067548475
7.345506667,0.049217038
7.345543333,-0.072253024
7.34558,0.054542379
7.345616667,-0.069214833
7.345653333,0.037469795
7.34569,-0.032131944
7.345726667,0.001245777
7.345763333,-0.00272202
7.3458,-0.030614798
7.345836667,0.038619948
7.345873333,-0.06585192
7.34591,0.054793228
7.345946667,-0.067358473
7.345983333,0.057723036
7.34602,-0.06362171
7.346056667,0.039660155
7.346093333,-0.025725579
7.34613,0.002002299
7.346166667,0.005445513
7.346203333,-0.029824778
7.34624,0.044358032
7.346276667,-0.064767933
7.346313333,0.057739567
7.34635,-0.06540813
7.346386667,0.058233146
7.346423333,-0.059812221
7.34646,0.037334664
7.346496667,-0.021308106
7.346533333,-0.001670752
7.34657,0.007186105
7.346606667,-0.033455755
7.346643333,0.045829823
7.34668,-0.06703202
7.346716667,0.058887922
7.346753333,-0.064238164
7.34679,0.058846471
7.346826667,-0.055169007
7.346863333,0.037649268
7.3469,-0.01608099
7.346936667,-0.003339952
7.346973333,0.013155482
7.34701,-0.034033778
7.347046667,0.049860997
7.347083333,-0.066287576
7.34712,0.061577441
7.347156667,-0.063391685
7.347193333,0.056655999
7.34723,-0.055799937
7.347266667,0.034793489
7.347303333,-0.014649048
7.34734,-0.006116576
7.347376667,0.015160957
7.347413333,-0.037789963
7.34745,0.051266274
7.347486667,-0.069956797
7.347523333,0.061686348
7.34756,-0.063044451
7.347596667,0.057371396
7.347633333,-0.052650608
7.34767,0.033274652
7.347706667,-0.011755424
7.347743333,-0.010382991
7.34778,0.019466147
7.347816667,-0.040862645
7.347853333,0.055290321
7.34789,-0.070494789
7.347926667,0.064194481
7.347963333,-0.062322303
7.348,0.056071201
7.348036667,-0.049229967
7.348073333,0.031486165
7.34811,-0.005749051
7.348146667,-0.011846223
7.348183333,0.023187096
7.34822,-0.041819938
7.348256667,0.057955947
7.348293333,-0.069641085
7.34833,0.06564484
7.348366667,-0.059785383
7.348403333,0.055134588
7.34844,-0.045796001
7.348476667,0.028050917
7.348513333,-0.00244181
7.34855,-0.017091733
7.348586667,0.027083369
7.348623333,-0.045121096
7.34866,0.060093112
7.348696667,-0.072235501
7.348733333,0.065605738
7.34877,-0.059779819
7.348806667,0.052894153
7.348843333,-0.044866842
7.34888,0.026061753
7.348916667,0.00035853
7.348953333,-0.018330638
7.34899,0.029973808
7.349026667,-0.046373609
7.349063333,0.062038095
7.3491,-0.072506348
7.349136667,0.065485009
7.349173333,-0.058416863
7.34921,0.050514996
7.349246667,-0.043382666
7.349283333,0.020920389
7.34932,0.001168593
7.349356667,-0.026658001
7.349393333,0.030075856
7.34943,-0.052749522
7.349466667,0.060292713
7.349503333,-0.0763144
7.34954,0.062777319
7.349576667,-0.060057603
7.349613333,0.046271162
7.34965,-0.042352184
7.349686667,0.016725093
7.349723333,0.003661201
7.34976,-0.028961134
7.349796667,0.03229625
7.349833333,-0.054867205
7.34987,0.060842838
7.349906667,-0.076117349
7.349943333,0.062640145
7.34998,-0.056602491
7.350016667,0.045458896
7.350053333,-0.036597329
7.35009,0.014993826
7.350126667,0.009983561
7.350163333,-0.030183113
7.3502,0.03879587
7.350236667,-0.051940704
7.350273333,0.066403701
7.35031,-0.070889883
7.350346667,0.064926781
7.350383333,-0.051136737
7.35042,0.044773645
7.350456667,-0.031505044
7.350493333,0.013717088
7.35053,0.014263826
7.350566667,-0.031945427
7.350603333,0.041789241
7.35064,-0.053189248
7.350676667,0.066704868
7.350713333,-0.070645284
7.35075,0.064522582
7.350786667,-0.048805521
7.350823333,0.042151863
7.35086,-0.027443923
7.350896667,0.010064433
7.350933333,0.016984398
7.35097,-0.035520008
7.351006667,0.042038987
7.351043333,-0.056104254
7.35108,0.064287121
7.351116667,-0.072435995
7.351153333,0.058966402
7.35119,-0.049830243
7.351226667,0.035415931
7.351263333,-0.027133184
7.3513,0.004441928
7.351336667,0.017376846
7.351373333,-0.039540323
7.35141,0.042371129
7.351446667,-0.059210138
7.351483333,0.062895305
7.35152,-0.071843623
7.351556667,0.058528054
7.351593333,-0.046100708
7.35163,0.033293927
7.351666667,-0.023956856
7.351703333,0.001352723
7.35174,0.020151595
7.351776667,-0.041713378
7.351813333,0.045938293
7.35185,-0.058149886
7.351886667,0.064873011
7.351923333,-0.068567026
7.35196,0.058221554
7.351996667,-0.041674035
7.352033333,0.031905588
7.35207,-0.017514623
7.352106667,0.001934048
7.352143333,0.027395051
7.35218,-0.038696498
7.352216667,0.053014924
7.352253333,-0.054493816
7.35229,0.069750768
7.352326667,-0.063744887
7.352363333,0.061540297
7.3524,-0.035568325
7.352436667,0.033059639
7.352473333,-0.009871116
7.35251,0.000807274
7.352546667,0.034260551
7.352583333,-0.039241462
