wavenumbers,absorbance
7.0,0.0004841533326613626
7.016,0.0016789704080858604
7.032,0.003524987414446882
7.048,0.09215121734090213
7.064,0.047724497463765524
7.08,0.147316656232941
7.096,0.05176589515038794
7.112,0.03259557003808787
7.128,0.02753856546961069
7.144,0.01931340612139158
7.16,0.011596058688728421
7.176,0.006906027748187802
7.192,0.006640744497126615
7.208,0.006993377316505317
7.224,0.0866860634047087
7.24,0.0023169490751479495
7.256,0.00334436810612505
7.272,0.00038592829283000163
7.288,0.001209697790089423
7.304,0.0003581583972171397
7.32,0.0005028234279730959
7.336,0.0018841970168691927
7.352,0.0034787874331146727
7.368,0.004533160062548459
7.384,0.003340601761310859
7.4,0.0013656184859948902
7.416,0.0020476852410136756
7.432,0.0030208962744423464
7.448,0.002687984925076092
7.464,0.02410323479841628
7.48,0.013036658142001306
7.496,0.02471255073701619
7.5120000000000005,0.005261995255386955
7.5280000000000005,0.015256739882080844
7.5440000000000005,0.01316410658691163
7.5600000000000005,0.04995480788095396
7.5760000000000005,0.007374304500866701
7.592,0.0045688270129070115
7.608,0.009382692713207273
7.624,0.002261037180329368
7.64,0.009320437467015346
7.656,0.0066828139449573885
7.672,0.010714796759947343
7.688,0.04914363587086874
7.704,0.050395250355934354
7.72,0.24630217797949785
7.736,0.1417137733740024
7.752,0.07465745403341371
7.768,0.01678773715466012
7.784,0.011410307218826785
7.8,0.009319504102371565
7.816,0.012898035920433907
7.832,0.13902776971949238
7.848,0.03528554421977981
7.864,0.011867452001306232
7.88,0.03216166857713323
7.896,0.012454253245670125
7.912,0.011778698745306179
7.928,0.004148217154736148
7.944,0.004165225094337693
7.96,0.006477786648101355
7.976,0.008394106824592192
7.992,0.024941417906019198
8.008,0.008503610016334793
8.024000000000001,0.009781627016041742
8.04,0.0025640077587332313
8.056000000000001,0.0047829819324141905
8.072,0.03875097397668939
8.088000000000001,0.014858006014541436
8.104,0.039143509493270584
8.120000000000001,0.0034741129174544025
8.136,0.010568176445205649
8.152000000000001,0.028299455796826783
8.168,0.08237756275105834
8.184,0.008113813232632711
8.2,0.011376397121467234
8.216,0.011598170152610622
8.232,0.0024468089779036647
8.248,0.01128529978006903
8.264,0.002530294119466149
8.28,0.004583810254265315
8.296,0.0030995910139628023
8.312,0.03182786430576758
8.328,0.01968482178679315
8.344,0.06318526688065561
8.36,0.3931791475006257
8.376,0.15748860087880448
8.392,0.11017607775206849
8.408,0.025240147644317368
8.424,0.01040902394261807
8.44,0.017585779708578813
8.456,0.008154536889012617
8.472,0.0033605840742381705
8.488,0.04138066625632803
8.504,0.06422628185709185
8.52,0.1097121561176257
8.536,0.02059553654154138
8.552,0.009173223038026238
8.568,0.005611726794652478
8.584,0.005349592656854067
8.6,0.001183517479807281
8.616,0.0022713237211714117
8.632,0.004090284350094383
8.648,0.009746766867350296
8.664,0.024940831635542407
8.68,0.008435861979755406
8.696,0.033301710746790406
8.712,0.004111361384360921
8.728,0.011854397876132974
8.744,0.009109869491540043
8.76,0.02343733588880412
8.776,0.03371786767167474
8.792,0.0043100905574746575
8.808,0.007889494695379888
8.824,0.03573315353831556
8.84,0.013719890395533837
8.856,0.003970865400607166
8.872,0.002732334615785832
8.888,0.005308623559837802
8.904,0.004090745092609196
8.92,0.005861167931684175
8.936,0.03228677019045119
8.952,0.11245273538607393
8.968,0.01638163153787197
8.984,0.04706839537149008
9.0,0.590380330457968
9.016,0.196160566950093
9.032,0.07175581057174595
9.048,0.05102576673167767
9.064,0.036747450758701915
9.08,0.00971773961790485
9.096,0.049062366910813095
9.112,0.01923010535655814
9.128,0.04887227442299648
9.144,0.006927643107641436
9.16,0.17926590634177444
9.176,0.02423812507485276
9.192,0.05469984788619632
9.208,0.013337405442572663
9.224,0.0035805205995522796
9.24,0.0029827802732489785
9.256,0.0020729333077791653
9.272,0.006792182897075606
9.288,0.010087371145583932
9.304,0.23304790348042465
9.32,0.014160057233642402
9.336,0.04235357838433883
9.352,0.007720406299167952
9.368,0.041961057109107844
9.384,0.021829357636186056
9.4,0.015749857131382418
9.416,0.031619955120154794
9.432,0.0024131016735207123
9.448,0.005176524544432753
9.464,0.0024830691399372086
9.48,0.02538054863676057
9.496,0.0017536625814676412
9.512,0.009111636216153646
9.528,0.005580095569088386
9.544,0.014853615167595528
9.56,0.007710250787435475
9.576,0.022174970302535093
9.592,0.014567259252660943
9.608,0.04541600918133734
9.624,0.08179638435056355
9.64,0.6196730883976765
9.656,0.3478635450015463
9.672,0.19372639417954585
9.688,0.0675651388593579
9.704,0.06713278574759496
9.72,0.027920988092637537
9.736,0.006682891627487061
9.752,0.029957809265850285
9.768,0.0425052152451959
9.784,0.0067852391709044505
9.8,0.11835287123456041
9.815999999999999,0.01642847275059715
9.832,0.04380631591721351
9.847999999999999,0.012326750604524147
9.864,0.03943909915017935
9.879999999999999,0.012026708480427202
9.896,0.0052412877568423786
9.911999999999999,0.04789425126811282
9.928,0.08569072512643952
9.943999999999999,0.012621715307049789
9.96,0.009426674167478484
9.975999999999999,0.12208928756815841
9.992,0.008202706020799883
10.008,0.06637436391909501
10.024000000000001,0.0039012898772110794
10.04,0.001926972258229085
10.056000000000001,0.006973288846374839
10.072,0.006924345380865931
10.088000000000001,0.049242325377141
10.104,0.0032667753298924523
10.120000000000001,0.008659879583304674
10.136,0.001590521637298564
10.152000000000001,0.02326446418903554
10.168,0.013359292213361974
10.184000000000001,0.006163960391546904
10.2,0.012695507846263696
10.216000000000001,0.06747864609130078
10.232,0.010272864880389223
10.248000000000001,0.027137652573350313
10.264,0.0877275218048219
10.280000000000001,0.47571001560585624
10.296,0.4305502591677671
10.312000000000001,0.1780399194114969
10.328,0.10405672538028858
10.344,0.0638880054160567
10.36,0.06974671548410001
10.376,0.02969259338328848
10.392,0.020434309392484622
10.408,0.012345025188046218
10.424,0.016729819413177263
10.44,0.029159396388603057
10.456,0.012116970444397865
10.472,0.018777260539493097
10.488,0.013333880352819308
10.504,0.16637949533574997
10.52,0.030058160988989564
10.536,0.058172120151695726
10.552,0.014244446614105273
10.568,0.018583229387310652
10.584,0.2618912840627262
10.6,0.014566316334833497
10.616,0.06094003852849055
10.632,0.02178391855705165
10.648,0.046342115457092894
10.664,0.0027656133464102482
10.68,0.004490287641731944
10.696,0.011427991388717923
10.712,0.006814631698105023
10.728,0.011686256524802813
10.744,0.013882053697300903
10.76,0.004208156568202187
10.776,0.010024726392419392
10.792,0.02624593390497839
10.808,0.005438967829077561
10.824,0.010138758604452557
10.84,0.3491032333122723
10.856,0.014253277917949872
10.872,0.009224181696806813
10.888,0.018513111443463022
10.904,0.07017687311628212
10.92,0.32385941866903256
10.936,0.44983360869286676
10.952,0.5568486721030305
10.968,0.16118762891580693
10.984,0.07995447475200658
11.0,0.021584844858779352
