wavenumbers,Aavg
7.333333333,0.010427
7.333699963,-0.020641905
7.334066593,-0.008945388
7.334433223,-0.003531693
7.334799853,-0.021307293
7.335166483,-0.004572404
7.335533113,-0.002939018
7.335899743,-8.65878E-05
7.336266373,-0.026869155
7.336633003,-0.002762545
7.336999633,0.003117794
7.337366263,0.009697162
7.337732893,-0.016229773
7.338099523,0.002894713
7.338466153,-0.003172935
7.338832783,-0.007542921
7.339199413,0.000724691
7.339566043,0.006621109
7.339932673,-0.002416228
7.340299303,-0.023623666
7.340665933,0.003305406
7.341032563,0.004341411
7.341399193,0.006269382
7.341765823,-0.025670825
7.342132453,0.01057902
7.342499083,-0.004906522
7.342865713,-0.010800516
7.343232343,-0.008227584
7.343598973,0.001042348
7.343965603,0.001863449
7.344332233,-0.02089569
7.344698863,-0.007822425
7.345065493,-0.008532745
7.345432123,-0.001409828
7.345798753,-0.020409032
7.346165383,0.007941262
7.346532013,-0.010699118
7.346898643,-0.000939603
7.347265273,-0.025604821
7.347631903,0.009453026
7.347998533,0.011686427
7.348365163,-0.001852067
7.348731793,-0.005216226
7.349098423,-0.005525725
7.349465053,0.006310921
7.349831683,-0.008996677
7.350198314,0.015079033
7.350564944,0.004609461
7.350931574,-0.002661807
7.351298204,-0.024757292
7.351664834,0.007598477
7.352031464,0.002073247
7.352398094,0.001219176
7.352764724,-0.014682743
7.353131354,0.003627068
7.353497984,-0.003803655
7.353864614,-0.002339675
7.354231244,0.002347866
7.354597874,0.003843641
7.354964504,0.006776794
7.355331134,-0.013985766
7.355697764,0.007313965
7.356064394,-0.000704399
7.356431024,0.012371607
7.356797654,-0.010846602
7.357164284,0.004210833
7.357530914,-0.002859861
7.357897544,0.000863822
7.358264174,0.006313026
7.358630804,0.005524047
7.358997434,0.011168531
7.359364064,-0.005181021
7.359730694,0.014397349
7.360097324,0.005483104
7.360463954,0.010430811
7.360830584,-0.010052349
7.361197214,0.025604725
7.361563844,0.002174739
7.361930474,0.005318568
7.362297104,-0.00757635
7.362663734,0.006549282
7.363030364,0.008155555
7.363396994,-0.007394876
7.363763624,-0.003142406
7.364130254,0.002035713
7.364496884,0.009740777
7.364863514,-0.009706704
7.365230144,0.011225063
7.365596774,-0.005196591
7.365963404,-0.008461421
7.366330034,-0.032677887
7.366696664,-0.011405576
7.367063294,-0.008942275
7.367429924,-0.004736686
7.367796554,-0.009439614
7.368163184,-0.008656275
7.368529814,0.003068941
7.368896444,-0.002617253
7.369263074,0.015943286
7.369629704,0.009054931
7.369996334,0.013463485
7.370362964,-0.017455097
7.370729594,0.00899621
7.371096224,-0.001835027
