wavenumber,Aavg
7.551844816,-0.04067057
7.552211446,-0.007532796
7.552578076,-0.004441495
7.552944706,0.007763031
7.553311336,0.023039781
7.553677966,0.023969373
7.554044596,0.040817843
7.554411226,0.029982592
7.554777856,0.052300533
7.555144486,0.01524094
7.555511116,0.03367359
7.555877746,-0.021387863
7.556244376,-0.011774175
7.556611006,-0.045558071
7.556977636,-0.020879042
7.557344266,-0.037585852
7.557710896,-0.024162008
7.558077526,-0.024438344
7.558444156,-0.028035424
7.558810786,-0.017387834
7.559177416,-0.023568972
7.559544046,0.005948638
7.559910676,-0.012449747
7.560277306,0.017732191
7.560643936,0.0009053
7.561010566,0.040737709
7.561377196,0.021383826
7.561743826,0.041075385
7.562110456,0.016278963
7.562477086,0.017084596
7.562843716,-0.000144297
7.563210346,-0.001387597
7.563576976,-0.001156381
7.563943606,-0.016769762
7.564310236,-0.012254531
7.564676866,-0.032035102
7.565043496,-0.00367709
7.565410126,-0.021474432
7.565776756,0.010181969
7.566143386,-0.012363887
7.566510016,0.008847865
7.566876646,-0.00343031
7.567243276,0.018999646
7.567609906,0.032532196
7.567976536,0.03217284
7.568343166,0.035623564
7.568709796,0.009526847
7.569076426,0.020105753
7.569443056,-0.007917943
7.569809686,0.018551558
7.570176316,-0.025721824
7.570542946,0.00313924
7.570909576,-0.023616017
7.571276206,0.006844257
7.571642836,-0.006980188
7.572009466,0.017747562
7.572376096,0.004064198
7.572742726,-0.00263392
7.573109356,0.004827552
7.573475986,-0.004329131
7.573842616,0.017041411
7.574209246,0.001286761
7.574575876,0.032027796
7.574942506,-0.011310044
7.575309136,0.004284624
7.575675766,-0.022624135
7.576042396,-0.003445007
7.576409026,-0.026698113
7.576775656,-0.016358309
7.577142286,-0.017684065
7.577508916,-0.006683266
7.577875546,0.003593375
7.578242176,-0.005045932
7.578608806,0.018969297
7.578975436,0.001005719
7.579342066,0.019265146
7.579708696,0
7.580075326,0.025156811
7.580441956,0.001532117
7.580808586,0.012906645
7.581175216,-0.006824673
7.581541846,-0.008052437
7.581908476,-0.018510473
7.582275106,-0.013560421
7.582641736,-0.009112916
7.583008366,-0.025739099
7.583374996,-0.009251275
7.583741626,-0.029754644
7.584108256,0.004155419
7.584474886,-0.011789659
7.584841516,0.028439013
7.585208146,0.003692191
7.585574776,0.030733708
7.585941406,0.00103672
7.586308036,0.020163756
7.586674666,0.01792674
7.587041296,0.019142036
7.587407926,0.021534633
7.587774556,-0.007407433
7.588141186,0.00173029
7.588507816,-0.013547112
7.588874446,0.008175091
7.589241076,-0.025862001
7.589607706,0.001742032
7.589974336,-0.029333711
7.590340966,-0.002766002
7.590707596,-0.014568655
7.591074226,0.014395081
7.591440856,0.010537353
7.591807486,0.023228326
7.592174116,0.02429012
7.592540746,0.018614707
7.592907376,0.030883916
7.593274006,0.017114749
7.593640636,0.034357426
7.594007266,0.007335208
7.594373896,0.018087204
7.594740526,-0.013258968
7.595107156,-0.002528732
7.595473786,-0.019599765
7.595840416,-0.007509674
7.596207046,-0.02146726
7.596573676,-0.029118256
7.596940306,-0.030918682
7.597306936,-0.040646636
7.597673566,-0.00524002
7.598040196,-0.004141171
7.598406826,0.035684493
7.598773456,0.008559663
7.599140086,0.032861808
7.599506716,0.016198133
7.599873346,0.038395897
7.600239976,0.012023781
7.600606606,0.015265582
7.600973236,-0.021849379
7.601339866,-0.027878403
7.601706496,-0.027939453
7.602073126,-0.029407628
7.602439756,-0.02555978
7.602806386,-0.043966492
7.603173016,-0.024591167
7.603539646,-0.052061239
7.603906276,-0.018392014
7.604272906,-0.036197647
7.604639536,0.004875326
7.605006166,-0.015031531
7.605372796,0.008916969
7.605739426,0.010365278
7.606106056,0.02523864
7.606472686,0.028739244
7.606839316,0.014186098
7.607205946,0.007224018
7.607572576,-0.011621111
7.607939206,0.001758669
7.608305836,-0.020032573
7.608672466,0.012515167
7.609039096,-0.025012768
7.609405726,-0.015587091
7.609772356,-0.026566478
7.610138986,-0.00967484
7.610505616,-0.019384172
7.610872246,-0.009203427
7.611238876,0.004437484
7.611605506,0.001170276
7.611972136,0.019138767
7.612338766,0.006108631
7.612705396,0.03746705
7.613072026,-0.002783353
7.613438656,0.017598413
7.613805286,-0.019618794
7.614171916,0.009408363
7.614538546,-0.022341158
7.614905176,0.013731553
7.615271806,0.00986165
7.615638436,0.017438891
7.616005066,0.003088585
7.616371696,-0.008769032
7.616738326,0.007869133
7.617104956,-0.003543141
7.617471586,0.021208031
7.617838216,-0.003147366
7.618204846,0.024747283
7.618571476,-0.009301531
7.618938106,0.012860396
7.619304736,-0.001635986
7.619671366,0.013070932
7.620037996,-0.014299233
7.620404626,-0.012892216
7.620771256,-0.016004109
7.621137886,-0.009036423
7.621504516,0.010167839
7.621871146,-0.009115554
7.622237776,-0.002251879
7.622604406,-0.020821541
7.622971036,0.007034592
7.623337666,-0.004333971
7.623704296,0.025873292
7.624070926,0.009424948
7.624437556,0.028243692
7.624804186,0.029252962
7.625170816,0.0449702
7.625537446,0.034913337
7.625904076,0.032221812
7.626270706,0.029075761
7.626637336,-0.01396243
7.627003966,-0.009586147
7.627370596,-0.030821149
7.627737226,-0.003221296
7.628103856,-0.035201371
7.628470486,-0.004542369
7.628837116,-0.038635695
7.629203746,-0.011296888
7.629570376,-0.019222283
7.629937006,0.009304003
7.630303636,0.01842961
7.630670266,0.021597938
7.631036896,0.031740218
7.631403526,0.020341972
7.631770156,0.042602528
7.632136786,0.017979716
7.632503416,0.030042778
7.632870046,-0.006627963
7.633236676,0
7.633603306,-0.038273814
7.633969936,-0.034677015
7.634336566,-0.043699013
7.634703196,-0.033232302
7.635069826,-0.037078649
7.635436456,-0.032263234
7.635803086,-0.009411371
7.636169716,-0.005855559
7.636536346,0.031069597
7.636902976,0.019300987
7.637269606,0.044789294
7.637636236,0.022686675
7.638002866,0.040367941
7.638369496,0.019563112
7.638736126,0.025060222
7.639102756,0.011931457
7.639469386,0.007556646
7.639836016,-0.002510117
7.640202646,-0.024763753
7.640569276,-0.015080278
7.640935906,-0.031628717
7.641302536,-0.019310673
7.641669166,-0.049254891
7.642035796,-0.015760275
7.642402426,-0.03229006
7.642769056,0.020376238
7.643135686,0.006306056
7.643502316,0.036674473
7.643868946,0.034890465
7.644235576,0.052150386
7.644602206,0.042129837
7.644968836,0.042003327
7.645335466,0.032004752
7.645702096,-0.003509731
7.646068726,0.002183528
7.646435356,-0.020169902
7.646801986,-0.009910607
7.647168616,-0.03301883
7.647535246,-0.022174456
7.647901876,-0.050310842
7.648268506,-0.021063489
7.648635136,-0.021674988
7.649001766,0.007437365
7.649368396,0.021706251
7.649735026,0.031380756
7.650101657,0.042324864
7.650468287,0.031371121
7.650834917,0.046333637
7.651201547,0.025213387
7.651568177,0.027282142
7.651934807,-0.008943138
7.652301437,-0.000828066
7.652668067,-0.033515233
7.653034697,-0.01349525
7.653401327,-0.017281377
7.653767957,-0.001572821
7.654134587,-0.016668678
7.654501217,-0.028422103
7.654867847,-0.008399587
7.655234477,-0.005161687
7.655601107,0.035205974
7.655967737,0.014682356
7.656334367,0.055786857
7.656700997,0.017587513
7.657067627,0.047124902
7.657434257,0.019205351
7.657800887,0.032501554
7.658167517,-0.005492418
7.658534147,0.002503426
7.658900777,-0.004289953
7.659267407,-0.012012071
7.659634037,-0.011401541
7.660000667,-0.035861542
7.660367297,-0.021739931
7.660733927,-0.028879837
7.661100557,-0.006640187
7.661467187,-0.025872456
7.661833817,0.010508624
7.662200447,0.001944485
7.662567077,0.029137317
7.662933707,0.012551623
7.663300337,0.023735153
7.663666967,0.008845026
7.664033597,0.015105045
7.664400227,0.019652609
7.664766857,-0.001946552
7.665133487,-0.00099984
7.665500117,-0.021750308
7.665866747,-0.006558344
7.666233377,-0.028270455
7.666600007,-0.008532089
7.666966637,-0.035728087
7.667333267,-0.010616424
7.667699897,-0.013538523
7.668066527,0.018598512
7.668433157,0.033413165
7.668799787,0.040141951
7.669166417,0.045914448
7.669533047,0.029873874
7.669899677,0.032286396
7.670266307,-0.00989223
7.670632937,0.016383997
7.670999567,-0.017637027
7.671366197,0.006871885
7.671732827,-0.036656404
7.672099457,-0.004146136
7.672466087,-0.022231419
7.672832717,0.004493534
7.673199347,-0.009230417
7.673565977,-0.003083926
7.673932607,0.003783687
7.674299237,0.010115594
7.674665867,0.031075569
7.675032497,0.024052089
7.675399127,0.050939996
7.675765757,0.033275505
7.676132387,0.040874292
7.676499017,0.004202998
7.676865647,0.016861719
7.677232277,-0.003453007
7.677598907,0.016266091
7.677965537,0.00020357
7.678332167,-0.022076558
7.678698797,-0.022706668
7.679065427,-0.031792778
7.679432057,-0.004989473
7.679798687,-0.021771089
7.680165317,0.000702649
7.680531947,-0.012815277
7.680898577,0.030085889
7.681265207,0.021694614
7.681631837,0.060936201
7.681998467,0.047354493
7.682365097,0.04533171
7.682731727,0.009916273
7.683098357,0.007891518
7.683464987,0.015523936
7.683831617,-0.004576547
7.684198247,-0.001551328
7.684564877,-0.041633761
7.684931507,-0.020324975
7.685298137,-0.042750538
7.685664767,-0.001006863
7.686031397,-0.033200257
7.686398027,-0.000973797
7.686764657,-0.018453037
7.687131287,0.008803406
7.687497917,0.021042913
7.687864547,0.050121902
7.688231177,0.0467475
7.688597807,0.030573111
7.688964437,0.015905703
7.689331067,-0.018527351
7.689697697,-0.008516384
7.690064327,-0.022028266
7.690430957,0.003960258
7.690797587,-0.041543106
7.691164217,-0.025697804
7.691530847,-0.041178862
7.691897477,-0.025750195
7.692264107,-0.033923581
7.692630737,-0.026012511
7.692997367,-0.011607025
7.693363997,7.85308E-05
7.693730627,0.021158696
7.694097257,0.005643597
7.694463887,0.042182531
7.694830517,0.031860878
7.695197147,0.055911529
7.695563777,0.015721079
7.695930407,0.019061548
7.696297037,-0.011893103
7.696663667,0.004477588
7.697030297,-0.01345311
7.697396927,-0.016178224
7.697763557,-0.023313134
7.698130187,-0.024274539
7.698496817,-0.001789912
7.698863447,-0.019654069
7.699230077,0.002704427
7.699596707,-0.020787039
7.699963337,0.017508494
7.700329967,0.010163788
7.700696597,0.072879929
7.701063227,0.04758032
7.701429857,0.049821879
7.701796487,0.018402522
7.702163117,0.006827006
7.702529747,-0.007686545
7.702896377,-0.00061973
7.703263007,-0.008316151
7.703629637,-0.047410336
7.703996267,-0.031545346
7.704362897,-0.054433974
7.704729527,-0.023684841
7.705096157,-0.040401307
7.705462787,-0.008551877
7.705829417,-0.025701081
7.706196047,0.006041584
7.706562677,0.009000899
7.706929307,0.037662632
7.707295937,0.051024359
7.707662567,0.047458242
7.708029197,0.049033673
7.708395827,0.012994023
7.708762457,0.009838224
7.709129087,-0.032110379
7.709495717,-0.011828379
7.709862347,-0.046277759
7.710228977,-0.018220848
7.710595607,-0.042274202
7.710962237,-0.020102879
7.711328867,-0.020008234
7.711695497,-0.006325667
7.712062127,-0.008224665
7.712428757,-0.006434773
7.712795387,0.012197854
7.713162017,0.008756331
7.713528647,0.047274569
7.713895277,0.026343211
7.714261907,0.051072505
7.714628537,0.00806178
7.714995167,0.022126233
7.715361797,-0.013323335
7.715728427,-0.001129991
7.716095057,-0.015877927
7.716461687,-0.010781907
7.716828317,-0.019456998
7.717194947,-0.014887512
7.717561577,-0.004540433
7.717928207,-0.00754106
7.718294837,0.013026296
7.718661467,-0.000449923
7.719028097,0.026827321
7.719394727,0.011476648
7.719761357,0.038650044
7.720127987,0.033667647
7.720494617,0.044988035
7.720861247,0.010641751
7.721227877,0.002462332
7.721594507,-0.013015465
7.721961137,-0.005836992
7.722327767,0.005234942
7.722694397,-0.020278751
7.723061027,-0.003336698
7.723427657,-0.021519568
7.723794287,0.004640431
7.724160917,-0.012307189
7.724527547,0.024586937
7.724894177,0.003350913
7.725260807,0.031229493
7.725627437,0.025200046
7.725994067,0.031556959
7.726360697,0.019533873
7.726727327,0.015759047
7.727093957,0.011535327
7.727460587,-0.038407827
7.727827217,-0.016259744
7.728193847,-0.034311256
7.728560477,0.004872617
7.728927107,-0.037002111
7.729293737,-0.016666235
7.729660367,-0.034656814
7.730026997,-0.010972112
7.730393627,-0.025903599
7.730760257,-0.005289049
7.731126887,0.000748255
7.731493517,0.012449619
7.731860147,0.015102225
7.732226777,0.005081044
7.732593407,0.025633067
7.732960037,-0.00216667
7.733326667,0.028449933
7.733693297,-0.010404599
7.734059927,0.008249286
7.734426557,-0.026672095
7.734793187,-0.017578078
7.735159817,-0.029422132
7.735526447,-0.020053614
7.735893077,-0.02880654
7.736259707,-0.0344549
7.736626337,-0.017490023
7.736992967,-0.026318317
7.737359597,-0.001517829
7.737726227,-0.01613315
7.738092857,0.01568568
7.738459487,-0.006766327
7.738826117,0.036858076
7.739192747,0.022222349
7.739559377,0.044020259
7.739926007,0.010592997
7.740292637,0.018430253
7.740659267,0.00983945
7.741025897,-0.000563521
7.741392527,-0.001092168
7.741759157,-0.017107709
